Dataset_Size,Number_of_Features,Number_of_Classes,Train_Set_Size,Test_Set_Size,Rows_Cleaned,KNN_K_Value,KNN_CV_Accuracy,KNN_Train_Accuracy,KNN_Test_Accuracy,KNN_Precision,KNN_Recall,KNN_F1_Score,KNN_Overfitting_Gap,KNN_Overfitting_Status,NN_Architecture,NN_CV_Accuracy,NN_Train_Accuracy,NN_Test_Accuracy,NN_Precision,NN_Recall,NN_F1_Score,NN_Overfitting_Gap,NN_Overfitting_Status,NN_Iterations,Recommended_Model,Performance_Advantage,KNN_Criteria_Won,NN_Criteria_Won
40367,45,10,28256,12111,1633,13,0.6464114475101201,0.6941180634201586,0.6485839319626786,0.6500826800037939,0.6485839319626786,0.6416421622664178,0.045534131457479976,Low,"(150, 100)",0.6898003071561779,0.7204841449603624,0.690033853521592,0.6974672907269602,0.690033853521592,0.68920324803834,0.030450291438770427,Low,28,Neural Network,0.04446138490322882,0,5
